#s:1122|Start|27|

   _.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._.-=-._
.-'---      - ---     --     ---   -----   - --       ----  ----   -     ---`-.
 )   _________          _______    _        _______  _______ _________         )
(     \__   __/|\     /|(  ____ \  ( \      (  ___  )(  ____ \\__   __/       (
 )      ) (   | )   ( || (    \/  | (      | (   ) || (    \/   ) (            )
(       | |   | (___) || (__      | |      | (___) || (_____    | |           (
 )      | |   |  ___  ||  __)     | |      |  ___  |(_____  )   | |            )
(       | |   | (   ) || (        | |      | (   ) |      ) |   | |           (
 )      | |   | )   ( || (____/\  | (____/\| )   ( |/\____) |   | |            )
(       )_(   |/     \|(_______/  (_______/|/     \|\_______)   )_(           (
 )                                                                             )
(     ______            _        _______  _______  _______  _                 (
 )   (  __  \ |\     /|( (    /|(  ____ \(  ____ \(  ___  )( (    /|           )
(    | (  \  )| )   ( ||  \  ( || (    \/| (    \/| (   ) ||  \  ( |          (
 )   | |   ) || |   | ||   \ | || |      | (__    | |   | ||   \ | |           )
(    | |   | || |   | || (\ \) || | ____ |  __)   | |   | || (\ \) |          (
 )   | |   ) || |   | || | \   || | \_  )| (      | |   | || | \   |           )
(    | (__/  )| (___) || )  \  || (___) || (____/\| (___) || )  \  |          (
 )   (______/ (_______)|/    )_)(_______)(_______/(_______)|/    )_)           )                                                                                                                                (                                                                        (
(___       _       _       _       _       _       _       _       _       ___)
    `-._.-' (___ _) (__ _ ) (_   _) (__  _) ( __ _) (__  _) (__ _ ) `-._.-'
            `-._.-' (  ___) ( _  _) ( _ __) (_  __) (__ __) `-._.-'
                    `-._.-' (__  _) (__  _) (_ _ _) `-._.-'
                            `-._.-' (_ ___) `-._.-'
                                    `-._.-'    




#s:1120|Entry1|27|

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                                                                                          
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||@@@@@@@@
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@||||||||||||@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                                                                                          
